POS_P3_A1	POS_P3_A5	POS_P3_B1	POS_P3_B5	POS_P3_C1	POS_P3_E3	POS_P3_E4	POS_P3_F3	POS_P3_F4	POS_P3_G3	POS_P3_G4	POS_P3_H3	POS_P3_H4
84	53	148	49	68	942	195	375	94	311	26	302	11
126	60	205	50	88	1250	298	205	142	505	38	499	19
11	2	15	2	6	98	11	15	3	41	2	52	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	1	0	0	0	0	0	0	0	0	0
0	3	3	1	4	2	1	2	4	1	1	3	1
31	27	51	13	30	154	62	99	42	97	17	121	5
0	0	0	0	0	0	2	0	0	0	0	0	0
66	32	50	20	39	31	91	18	33	37	17	39	4
116	143	217	99	74	49	136	24	84	47	38	34	13
121	95	85	55	73	5	163	8	103	16	57	22	20
11	20	18	18	10	6	21	3	11	11	2	7	5
0	0	0	1	0	0	1	0	0	0	0	0	0
0	0	0	0	1	0	1	0	0	0	0	0	0
7	0	3	0	5	13	1	6	3	5	3	15	2
0	1	0	0	0	0	1	0	1	0	0	0	0
3	1	0	0	0	0	1	1	0	2	1	1	0
0	0	0	0	0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	1	5	0	0	0	1	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
3	3	4	0	1	11	0	4	3	4	0	4	2
1	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0
14	8	10	9	8	1	10	0	5	4	2	2	0
1	0	1	0	0	0	1	0	0	2	0	5	1
0	0	0	0	0	0	0	0	0	0	0	0	0
6	2	8	2	3	24	12	9	4	25	5	42	1
3	1	0	1	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
12	2	12	7	7	15	8	9	12	16	2	35	1
0	0	0	0	0	0	0	0	0	0	0	0	0
191	71	233	62	169	1057	283	770	168	1313	58	1478	25
0	0	0	0	0	0	0	0	0	0	0	0	0
52	32	59	30	26	4	82	16	38	41	20	65	4
17	14	21	12	9	59	17	23	9	55	5	46	5
47	14	32	12	28	110	29	45	24	111	13	154	1
0	1	0	2	1	1	1	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
9	7	10	3	3	35	17	14	8	26	1	37	1
5	3	1	2	1	1	1	1	0	3	1	4	0
1	0	2	0	3	3	1	1	0	2	0	9	1
19	15	7	8	9	57	11	59	13	61	3	108	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	3	0	3	10	7	2	0	16	2	15	1
17	5	21	6	13	79	26	44	15	66	3	68	2
635	328	888	265	533	5740	1298	845	576	2121	212	2462	74
2	0	0	0	0	2	1	0	0	0	0	0	0
12	7	36	3	14	66	20	34	14	38	3	28	1
2	2	4	0	2	20	7	7	3	5	0	10	1
3	1	1	0	0	48	1	34	1	58	0	92	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	0	0
1293	107	822	93	282	5	419	5	192	6	42	3	43
2	9	2	2	2	0	3	3	0	0	0	1	1
40	13	33	12	13	36	37	20	13	34	9	51	2
4	1	9	0	4	5	5	3	1	11	1	11	0
12	11	17	15	12	46	47	48	20	63	5	56	3
11	3	10	4	8	41	19	31	9	32	3	32	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0
71	27	88	20	48	225	98	149	46	271	22	320	7
0	0	2	0	0	58	0	7	0	41	0	43	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	1	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	1	1	1	1	0	1	0
3	7	2	3	1	0	0	0	0	0	4	0	0
7	5	0	4	4	8	10	3	2	1	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
3	1	5	1	1	39	4	65	3	188	3	209	0
7	7	9	4	8	86	24	33	6	52	4	52	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
75	114	143	50	97	12	213	24	114	22	97	14	23
17	6	38	5	22	19	21	6	2	34	4	32	2
21	11	31	10	14	24	26	36	13	29	7	47	1
6	6	9	3	6	1	11	0	1	4	4	2	2
0	0	0	0	1	0	0	0	0	1	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
8	3	20	3	11	26	6	12	6	18	0	28	0
12	4	6	3	3	15	4	2	2	16	2	15	1
25	10	37	12	19	115	56	57	29	68	2	58	6
0	0	0	0	0	0	0	0	1	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
1	1	1	0	3	17	1	4	0	1	1	2	0
31	9	23	10	13	85	10	26	12	48	4	68	8
10	12	16	6	5	43	26	21	17	44	3	49	1
87	52	84	31	38	29	82	11	36	50	18	62	4
2	0	3	1	5	1	4	0	1	1	3	0	1
173	28	189	28	162	9	155	4	51	12	9	15	7
3	2	5	0	3	42	2	1	1	44	0	55	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	2	0	0	0	0	1	0
1	3	0	0	0	1	0	0	1	1	0	5	1
21	16	36	9	24	224	48	190	24	217	5	270	2
3	0	2	0	4	28	4	15	1	131	0	74	1
4	2	8	5	0	4	5	3	2	3	1	1	1
50	38	66	22	45	526	84	185	44	381	23	387	6
41	15	19	10	16	187	41	45	19	87	8	129	9
32	18	35	19	22	126	57	99	29	111	5	120	6
57	24	54	7	14	1	41	0	37	5	32	11	2
2	0	0	0	1	38	0	2	3	15	0	9	0
48	9	42	11	22	138	44	51	27	152	10	146	0
11	6	9	7	7	14	12	9	3	16	3	10	2
361	72	630	70	267	6	332	40	252	4	65	137	32
30	30	30	9	15	127	72	72	20	65	10	65	3
0	0	1	0	0	8	0	3	0	0	1	4	0
0	0	1	0	0	0	1	1	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0
10	2	17	2	9	13	6	2	7	12	0	18	2
2	2	6	2	5	0	3	0	3	2	0	4	0
0	0	1	1	1	1	1	0	0	3	0	1	0
0	0	0	0	0	2	1	0	0	5	0	4	0
0	0	0	0	0	0	0	0	0	0	0	0	0
8	5	15	7	10	49	40	36	22	24	3	25	2
7	2	3	1	1	285	3	148	0	135	1	146	1
0	0	0	0	0	0	1	0	0	1	0	4	1
0	0	0	0	0	1	0	0	0	0	0	1	0
4	7	10	9	3	35	15	11	11	16	3	26	2
42	30	42	16	34	39	24	38	4	48	5	62	7
10	11	10	4	5	27	20	3	8	5	4	10	2
0	0	0	0	0	0	0	0	0	8	0	19	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	1	1	0	0	1	2	1	0	1	0	2	0
0	0	0	1	0	1	2	0	1	0	0	0	1
1	0	0	1	0	1	0	0	1	4	0	1	0
0	1	0	0	0	0	0	2	0	1	0	0	0
894	272	818	180	594	2221	1258	682	611	1608	184	2058	61
56	35	65	34	32	150	82	36	39	106	28	112	5
17	20	13	18	12	89	63	23	23	45	9	40	2
16	11	12	14	19	56	28	41	11	35	4	35	3
47	40	90	30	44	426	127	289	57	359	15	350	11
11	0	15	7	10	15	26	17	11	9	3	17	1
0	0	1	0	0	0	0	0	1	0	0	0	0
4	3	1	1	2	25	4	11	3	12	0	15	1
16	4	13	2	13	45	18	15	20	35	5	38	2
54	35	65	30	53	633	128	385	65	399	21	448	12
47	22	38	29	21	288	57	139	30	208	9	214	3
20	11	29	11	14	63	32	24	19	49	4	44	2
19	5	13	2	9	17	14	13	9	14	6	16	0
34	21	54	6	32	201	62	46	31	105	6	92	6
0	0	0	0	0	0	0	0	0	1	0	0	1
16	9	13	6	10	51	14	31	5	30	0	28	1
9	13	22	11	5	126	47	48	26	38	3	47	6
6	4	8	2	3	11	13	7	6	10	0	8	1
0	0	0	0	0	1	0	0	0	0	0	0	0
42	35	73	42	31	395	92	241	52	203	12	191	7
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
25	15	30	8	13	127	42	74	12	87	6	91	4
13	7	32	8	11	64	34	11	16	54	5	52	5
39	26	45	11	34	132	65	105	44	62	11	98	4
4	2	6	2	5	17	14	11	4	13	1	5	1
3	3	5	3	7	43	12	38	2	45	2	47	1
17	16	17	13	26	74	29	40	23	55	12	62	3
0	2	2	2	1	3	3	0	3	0	0	1	0
8	6	7	6	9	50	21	34	11	39	5	42	3
55	45	87	44	52	338	155	143	66	189	27	233	13
82	45	52	39	36	0	54	3	38	0	18	0	8
0	0	0	2	0	1	0	4	2	1	0	3	0
9	5	15	6	13	42	17	24	12	19	5	22	0
0	0	0	0	0	0	0	0	0	0	0	0	0
17	14	46	21	32	291	80	231	42	236	10	206	7
3	0	1	1	2	13	6	4	2	5	2	8	0
4	5	3	3	2	7	6	4	1	5	0	3	1
1	0	1	0	1	7	1	0	0	1	1	0	1
7	6	16	4	5	0	16	0	14	0	8	0	2
1	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	1	0	0	0	0	0	0	0	0
15	11	18	7	9	36	38	21	15	46	3	71	4
0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	1	0	2	0	0	0	1	0	1	1	0
0	0	0	0	0	1	0	0	0	0	0	0	0
0	2	2	0	0	1	0	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0
2	0	2	2	1	11	5	17	1	34	1	47	1
0	1	1	1	0	14	0	6	1	6	0	8	0
49	13	47	27	20	65	45	42	29	80	15	77	5
69	60	76	54	44	1051	178	598	90	454	22	486	11
26	24	47	21	30	175	72	113	31	103	10	119	4
2	3	6	0	4	37	5	19	5	25	2	32	0
90	43	95	37	46	154	144	137	68	183	35	179	6
82	25	50	15	19	100	74	27	47	82	14	97	11
136	58	150	66	94	1017	253	225	103	635	40	577	17
45	19	43	12	35	220	48	81	33	96	11	122	6
10	11	13	3	14	92	29	24	15	60	4	66	1
40	17	32	25	22	753	82	202	31	445	13	502	8
37	24	56	21	34	115	66	84	38	108	15	132	4
9	2	8	4	6	50	28	61	13	53	3	50	2
1	3	3	1	1	3	0	1	2	5	0	7	1
3	0	3	0	2	2	2	3	3	1	1	8	0
0	0	0	0	1	2	0	1	0	2	0	2	0
11	3	5	2	14	15	9	2	13	7	4	16	0
19	10	16	17	13	390	39	255	22	273	6	286	2
1	0	1	0	1	2	2	0	0	2	0	2	0
3	4	15	4	4	14	8	5	8	20	6	9	3
55	40	53	29	35	127	148	125	71	108	23	125	7
0	0	0	0	0	2	0	0	3	6	0	5	0
7	3	4	2	4	15	10	6	3	16	0	24	0
24	18	31	13	16	144	79	43	30	77	8	84	6
36	21	39	20	32	277	105	104	35	213	18	273	3
57	31	77	23	48	496	133	256	71	247	20	272	15
15	14	9	11	8	42	27	34	5	51	5	55	3
35	11	39	18	24	97	43	71	24	77	11	96	3
80	23	43	16	38	127	64	37	29	117	12	127	2
16	17	26	11	19	331	61	166	22	130	2	167	4
5	3	14	10	5	16	17	3	12	10	3	10	1
5	8	16	1	7	22	14	12	6	51	4	72	0
20	8	27	7	6	126	29	85	19	119	7	120	1
61	50	76	23	39	211	118	105	59	176	20	199	8
3	0	2	0	3	146	22	33	13	52	1	69	1
4	11	10	12	6	33	20	16	6	26	2	34	3
67	28	80	12	36	132	49	35	27	117	17	116	6
2	1	0	1	0	0	2	0	1	0	0	0	0
51	22	56	20	34	61	46	42	30	51	14	66	9
35	23	21	10	20	14	40	9	29	17	16	21	4
1	1	6	0	1	6	7	5	5	7	1	13	1
9	12	15	8	13	153	22	65	14	65	1	78	3
14	5	17	8	10	74	19	35	10	57	3	59	0
34	10	23	7	18	85	26	40	11	54	5	62	1
18	9	14	2	6	60	18	20	19	51	4	31	1
10	3	7	5	10	43	17	14	7	26	4	30	0
7	10	19	3	6	32	22	31	7	31	1	39	0
11	6	22	4	15	93	13	38	9	53	5	74	1
5	5	18	8	6	0	11	0	6	1	2	0	2
0	0	0	0	0	0	1	0	0	1	0	1	0
14	21	26	17	20	65	25	51	23	54	9	69	2
32	18	34	9	23	183	46	54	33	71	9	84	5
24	8	17	14	22	339	43	94	32	79	12	104	8
19	12	27	11	27	358	51	124	32	120	13	128	0
15	7	17	3	13	100	13	50	6	71	3	94	3
22	10	20	7	14	142	48	23	20	56	8	77	2
17	8	32	11	20	181	37	113	28	93	1	100	1
0	0	0	0	0	3	0	1	0	1	0	0	0
0	1	0	0	0	0	0	0	0	0	0	0	0
17	15	15	9	13	90	42	64	22	38	7	65	3
25	18	35	11	19	229	40	93	26	135	7	184	5
15	8	11	10	7	108	22	82	10	86	5	102	0
3	1	5	1	3	17	8	2	1	17	1	14	1
1	0	3	1	2	11	3	4	3	7	0	10	1
8	2	4	0	0	15	4	7	3	16	0	16	0
49	30	45	31	33	54	60	63	41	222	22	361	10
0	0	0	1	0	0	1	0	0	0	0	3	0
16	5	18	7	15	127	19	18	7	65	3	79	1
7	1	1	0	9	202	32	69	10	124	3	102	2
12	11	25	13	14	96	36	89	25	79	0	103	4
8	3	5	1	5	91	25	23	5	77	6	78	0
0	0	0	0	0	0	0	0	0	0	0	0	0
18	11	20	14	16	86	27	41	16	53	17	83	5
0	0	0	2	2	0	10	0	0	1	0	0	0
90	54	65	74	67	216	170	83	92	140	45	149	21
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	3	0	1	0
30	3	17	9	7	91	27	88	8	60	7	88	2
1	0	0	0	0	0	0	0	0	0	0	1	0
1	0	1	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0
3	4	3	0	1	5	2	3	2	5	0	6	1
4	8	1	3	0	0	4	0	1	4	1	2	0
0	0	0	0	0	0	1	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
5	3	4	2	3	0	3	0	3	0	3	0	3
0	0	0	0	0	0	0	0	0	0	0	1	0
16	10	30	4	15	145	37	54	28	66	2	86	4
24	8	22	19	10	42	39	7	15	26	9	44	3
0	0	0	0	0	2	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
5	1	2	0	4	0	0	4	2	14	1	10	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	1	1	0	0	1	0	0	0	2	0	2	0
0	0	0	0	0	0	0	0	0	0	0	0	0
21	14	19	6	15	67	36	42	16	131	6	204	4
21	11	37	13	14	84	31	41	19	56	6	62	2
0	1	0	0	0	0	2	0	0	0	0	0	0
1	1	2	1	0	0	1	1	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0
2	0	1	0	1	60	0	10	1	6	0	6	1
11	2	6	2	6	3	9	3	6	2	0	2	0
124	85	108	56	76	204	163	150	82	168	31	195	17
402	251	428	178	219	1896	927	1177	383	1153	123	1322	57
0	0	0	0	0	0	0	0	0	0	0	0	0
36	15	45	11	23	67	44	41	19	86	5	120	1
0	0	0	1	0	0	0	0	0	0	0	0	0
9	9	8	8	14	126	33	68	10	82	5	87	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	1	0	2	9	3	2	0	38	0	21	1
11	1	3	3	5	67	10	47	6	157	2	135	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
14	9	3	6	2	6	10	21	6	16	1	17	0
197	114	240	96	138	668	352	342	173	688	58	744	28
14	13	18	11	9	370	22	125	19	353	7	516	1
0	0	0	0	0	5	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
10	1	15	5	4	12	3	9	3	11	6	18	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
52	22	78	17	41	931	95	224	43	719	14	872	6
0	0	0	0	0	1	0	0	0	0	0	1	0
29	11	23	8	12	83	23	45	13	41	3	60	4
8	6	6	5	5	37	8	9	8	21	2	26	1
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	1	1	0	0	2	0	1	0	0	0	0
0	0	1	0	0	1	0	0	0	1	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
6	3	3	2	6	35	9	8	3	15	0	22	1
151	105	163	61	85	1268	166	929	94	1160	50	1635	15
0	0	0	0	0	2	0	0	0	1	0	1	0
4	0	7	2	4	14	5	6	2	18	0	23	0
7	9	15	8	8	22	25	23	14	27	1	40	2
10	18	32	11	5	33	39	37	16	46	5	45	1
14	5	18	6	17	60	29	46	19	51	8	65	1
13	7	15	12	5	29	27	3	16	14	4	35	2
3	5	6	7	7	39	6	19	4	17	2	24	1
143	58	248	44	177	58	206	6	132	145	64	243	21
30	17	23	10	14	56	16	25	19	64	12	81	3
0	0	1	1	0	42	7	19	1	17	0	11	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	1	0	0	0
29	16	41	20	38	428	100	99	39	233	13	277	4
0	0	0	0	0	0	0	0	0	0	0	0	0
86	24	41	28	23	58	79	66	36	197	14	274	4
0	0	34	1	6	0	6	0	1	0	1	1	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
19	15	9	7	7	1	30	0	21	0	2	0	3
8	2	5	1	4	0	13	0	6	0	0	0	0
140	111	90	89	95	8	369	15	150	43	46	56	16
75	81	56	77	65	8	179	5	106	12	46	13	18
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
15	5	17	8	5	18	12	6	6	41	3	97	2
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0
