"M2B_T384s1_A1" "M2B_T384s1_A23" "M2B_T384s1_A24" "M2B_T384s1_B1" "M2B_T384s1_B23" "M2B_T384s1_B24" "M2B_T384s1_C1" "M2B_T384s1_C23" "M2B_T384s1_C24" "M2B_T384s1_D1" "M2B_T384s1_D23" "M2B_T384s1_D24" "M2B_T384s1_E1" "M2B_T384s1_E23" "M2B_T384s1_E24" "M2B_T384s1_F1" "M2B_T384s1_F23" "M2B_T384s1_F24" "M2B_T384s1_G1" "M2B_T384s1_G23" "M2B_T384s1_G24" "M2B_T384s1_H1" "M2B_T384s1_H23" "M2B_T384s1_H24" "M2B_T384s1_I1" "M2B_T384s1_I2" "M2B_T384s1_I24" "M2B_T384s1_J1" "M2B_T384s1_J2" "M2B_T384s1_J24" "M2B_T384s1_K1" "M2B_T384s1_K2" "M2B_T384s1_K24" "M2B_T384s1_L1" "M2B_T384s1_L2" "M2B_T384s1_L24" "M2B_T384s1_M1" "M2B_T384s1_M2" "M2B_T384s1_M24" "M2B_T384s1_N1" "M2B_T384s1_N2" "M2B_T384s1_N24" "M2B_T384s1_O1" "M2B_T384s1_O2" "M2B_T384s1_O24" "M2B_T384s1_P1" "M2B_T384s1_P2" "M2B_T384s1_P24"
"Crxos1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cry1" 0 1 2 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cry2" 1 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Cryaa" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cryab" 18 8 27 8 46 1 4 11 12 1 8 10 4 49 22 13 60 2 6 73 45 14 16 19 10 9 29 6 16 7 9 3 21 11 9 2 2 3 0 5 24 0 1 4 0 18 39 1
"Cryba1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cryba2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cryba4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crybb1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crybb2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crybb3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crybg3" 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cryga" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crygb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crygc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crygd" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cryge" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crygf" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crygn" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Crygs" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cryl1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Crym" 0 0 0 0 1 0 0 0 0 0 0 1 0 0 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"Cryz" 1 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 1 0 1 0 1 0 0 0 0 0 2 0 1 1 0 2 0 0 0 0 1 0 0 1 0 0 1 0 2 0 0
"Cryzl1" 2 1 2 1 0 0 1 2 0 0 2 1 1 0 0 1 0 0 0 1 0 2 2 0 1 0 1 1 0 1 2 2 0 1 0 0 0 2 2 1 0 0 0 1 2 1 2 0
"Cs" 11 9 11 9 5 4 5 3 4 3 1 5 7 9 3 7 3 3 10 9 7 20 6 6 6 2 13 6 6 8 27 9 6 12 3 2 3 7 4 7 7 0 0 1 1 4 9 2
"Csad" 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 1 0 0 0 1 0 1 2 1 0 0 1 2 0 1 0 2 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 0
"Csdc2" 0 0 0 1 0 0 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"Csde1" 28 15 38 5 10 6 13 18 16 4 14 8 14 22 20 24 11 9 15 45 18 35 23 12 13 7 22 13 14 21 26 26 11 15 11 6 7 15 12 16 16 0 1 5 13 7 10 8
"Cse1l" 6 2 4 1 2 1 0 2 2 1 1 1 2 0 2 3 0 1 5 1 1 8 3 7 2 1 5 1 1 6 6 4 1 2 6 0 0 0 3 1 2 1 1 0 0 1 0 2
"Csf1" 7 5 1 2 0 1 1 1 1 1 0 0 5 0 0 5 2 0 11 1 0 10 10 1 1 0 0 3 0 0 7 5 1 4 4 1 2 6 0 0 0 0 1 2 0 0 1 0
"Csf1r" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csf2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csf2ra" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0 0
"Csf2rb" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"Csf2rb2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csf3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csf3r" 1 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
"Csgalnact1" 1 1 1 0 0 0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 1 1 0 0 0 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0
"Csgalnact2" 0 0 1 1 0 0 0 0 1 0 0 1 0 0 1 0 0 0 0 0 0 1 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0
"Csk" 1 2 0 1 0 0 0 1 0 0 0 0 1 0 0 0 3 1 0 1 1 0 0 0 0 0 1 0 0 1 2 0 1 1 1 0 0 1 0 0 0 2 0 0 1 1 0 1
"Csl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csmd1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csmd3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csn1s1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csn1s2a" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csn1s2b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csn2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csn3" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csnk1a1" 13 9 6 2 2 0 2 5 3 2 6 7 2 3 5 2 4 1 6 14 5 8 6 7 3 4 5 5 7 3 13 4 5 5 2 5 3 4 5 2 4 1 1 6 4 5 5 5
"Csnk1d" 6 6 4 3 2 0 2 0 2 1 0 0 2 2 3 2 1 2 5 2 1 4 3 3 2 3 1 3 1 3 2 2 2 3 1 0 1 1 0 0 2 0 0 0 4 2 3 6
"Csnk1e" 3 3 3 3 3 1 0 1 1 0 3 2 2 3 2 2 3 1 5 2 4 4 3 0 4 0 1 0 2 3 3 3 2 2 1 1 1 2 3 0 0 1 0 0 2 4 1 1
"Csnk1g1" 2 2 0 0 0 0 0 0 0 2 0 0 2 0 0 1 0 0 0 5 0 3 1 0 0 0 0 1 0 1 1 4 0 1 2 0 1 2 0 0 0 0 0 0 0 0 1 0
"Csnk1g2" 1 0 1 1 1 1 1 1 1 1 1 1 1 1 2 1 0 1 1 2 1 3 3 1 2 3 2 0 1 1 3 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0
"Csnk1g3" 3 1 2 2 4 2 0 0 4 1 1 0 1 1 0 1 2 1 1 0 1 1 2 0 1 0 2 2 0 4 2 1 3 0 1 0 0 1 1 0 0 0 0 0 1 0 1 1
"Csnk2a1" 13 9 10 2 3 4 3 5 6 0 5 3 3 9 5 5 4 3 14 20 5 8 12 3 8 3 13 2 8 8 16 3 3 4 9 0 4 4 5 2 3 1 1 3 5 6 2 5
"Csnk2a2" 0 0 1 0 0 0 1 0 0 0 0 0 1 0 0 2 0 0 0 2 0 0 0 2 0 0 1 1 1 1 2 1 1 0 0 1 0 0 1 0 0 0 0 0 2 2 1 1
"Csnk2b" 4 4 2 6 1 1 2 3 5 3 3 3 3 2 1 5 2 4 9 8 3 14 8 3 1 1 6 1 3 1 6 7 1 2 7 0 1 3 0 0 1 0 0 1 3 2 6 1
"Csnka2ip" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cspg4" 3 2 0 1 0 0 0 0 1 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1 1 0 0 0 0 1 0 0 0 0 1 0 0
"Cspg5" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"Cspp1" 3 1 0 0 0 0 0 0 1 0 0 2 1 0 0 0 0 1 0 2 0 1 5 0 0 0 0 1 0 0 1 2 0 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0
"Csprs" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csrnp1" 3 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"Csrnp2" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 0 2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Csrnp3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 1
"Csrp1" 7 5 0 2 0 0 0 3 1 0 2 4 1 1 0 1 2 1 1 0 5 2 7 5 0 0 2 1 0 3 3 4 3 0 3 1 0 2 1 0 1 0 0 1 0 0 0 1
"Csrp2" 1 2 2 2 0 0 1 1 0 1 0 3 0 0 0 2 2 0 0 1 2 5 1 1 0 1 2 1 2 0 4 3 1 1 0 0 1 0 0 0 0 0 0 0 3 7 0 1
"Csrp2bp" 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0
"Csrp3" 2 1 12 1 16 0 1 0 4 0 1 3 1 20 10 5 2 0 0 42 45 0 4 0 0 5 13 1 10 0 0 0 4 0 0 0 1 0 0 1 3 0 0 0 0 19 7 0
"Cst10" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cst11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cst12" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cst13" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cst3" 19 23 40 7 4 7 4 4 23 5 21 9 4 7 25 6 4 4 8 42 18 13 26 9 8 6 10 9 17 12 17 17 11 4 7 1 4 7 3 7 6 1 0 0 0 9 7 0
"Cst6" 1 0 0 0 0 0 0 0 2 0 0 0 6 1 0 0 0 0 1 2 0 0 1 1 0 0 2 0 0 0 3 2 2 4 0 0 0 0 0 1 0 0 0 2 0 1 0 0
"Cst7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cst8" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cst9" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Csta" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cstad" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cstb" 27 32 15 10 4 3 6 4 4 3 13 8 4 7 4 4 9 2 23 9 1 27 29 7 10 6 7 11 12 14 16 18 5 12 11 1 8 5 3 1 7 1 0 9 5 13 6 2
"Cstf1" 0 2 0 0 0 0 0 1 1 1 1 0 0 1 0 2 0 1 2 0 1 2 0 0 2 0 1 0 0 1 1 2 1 0 0 0 0 1 1 0 0 0 0 0 1 2 0 0
"Cstf2" 1 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0
"Cstf2t" 4 2 0 1 1 0 1 1 1 0 1 1 0 2 0 0 0 0 3 1 0 2 2 0 2 1 2 3 2 0 2 1 1 1 0 1 0 3 1 0 0 0 0 2 1 0 1 0
"Cstf3" 2 1 1 0 0 1 0 1 0 0 0 2 1 0 1 0 0 0 0 1 2 3 4 0 0 1 0 0 2 0 3 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0
"Cstl1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctag2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctage5" 5 4 3 0 2 0 2 0 1 1 1 0 3 1 3 3 1 0 3 6 1 4 7 0 2 0 1 2 0 0 1 1 0 1 0 0 1 1 0 1 0 0 0 1 0 0 3 0
"Ctbp1" 5 0 2 2 0 0 0 2 0 0 4 2 2 4 2 1 1 4 7 11 2 2 8 2 2 1 3 2 2 0 6 1 1 1 5 0 1 2 3 0 1 0 0 0 2 4 2 1
"Ctbp2" 10 2 2 6 0 1 2 0 1 1 0 2 4 1 0 4 3 1 2 3 1 4 0 3 1 0 2 1 1 2 1 6 0 2 1 0 0 2 1 0 1 0 0 1 0 0 2 1
"Ctbs" 2 2 0 1 0 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 1 1 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0
"Ctc1" 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 2 0 0 1 1 2 0 0 0 0 1 0 1 0 0 0 0 0 1 1 1 0 0 1 0 0 3 0 0 0
"Ctcf" 4 3 1 0 0 1 1 1 0 2 0 1 4 2 0 1 2 0 3 10 1 4 6 1 0 1 1 1 1 0 5 5 1 3 1 0 1 1 1 0 0 0 0 2 0 3 2 2
"Ctcfl" 2 0 1 0 1 0 1 0 1 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"Ctdnep1" 0 0 1 0 0 0 0 2 1 1 0 0 1 1 0 0 2 2 0 1 3 2 1 4 0 0 1 0 3 1 0 0 0 0 2 1 0 0 0 1 0 0 1 0 1 0 0 1
"Ctdp1" 0 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 0 1
"Ctdsp1" 0 2 1 1 0 1 0 0 0 1 1 0 0 1 1 0 0 1 0 1 1 0 2 1 1 0 0 0 2 3 2 2 0 0 1 1 0 0 1 1 0 0 0 0 0 0 1 0
"Ctdsp2" 2 6 7 4 3 2 0 1 1 3 3 3 2 2 2 3 1 1 1 4 2 1 7 2 3 1 1 3 5 3 2 2 5 2 3 1 1 1 1 0 2 0 1 2 2 3 0 1
"Ctdspl" 1 0 0 1 1 0 2 0 0 0 0 3 1 0 0 0 0 3 1 0 0 0 2 1 0 0 1 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0
"Ctdspl2" 2 0 3 0 0 0 0 0 1 0 2 2 2 1 0 0 1 0 4 3 2 0 1 0 0 0 0 0 1 2 1 1 1 0 3 1 1 0 2 0 1 0 0 0 2 2 1 0
"Ctf1" 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0
"Ctf2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctgf" 3 4 1 2 0 0 2 2 2 1 0 4 2 0 0 1 0 0 0 0 0 0 1 3 1 1 4 0 3 2 1 1 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0
"Cth" 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0 0 0 2 0 0 0 1 2 0 1 0 0 1 1 0 0 2 0 0 0 0 0 0 0
"Cthrc1" 13 6 4 2 1 1 2 4 2 0 1 1 1 1 0 0 4 3 12 3 3 6 3 2 1 3 5 1 6 2 4 5 2 4 4 0 5 3 1 0 0 0 0 4 0 11 0 1
"Ctif" 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 1 0 2 1 1 0 1 0 0 1 0 1 1 0 0 3 0 0 1 0 1 0 0 0 0 0 0 1 0 1 0
"Ctla2a" 3 1 1 0 2 0 1 2 0 0 1 0 2 0 0 0 1 0 4 0 0 5 0 0 4 1 0 2 1 1 1 2 0 1 4 0 0 1 0 1 0 0 0 0 0 1 0 0
"Ctla2b" 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctla4" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctnna1" 27 8 19 3 3 2 7 13 7 3 4 7 8 6 12 13 6 4 13 29 14 27 15 6 12 2 13 8 5 11 16 16 8 13 13 6 4 13 3 1 8 2 1 10 5 6 9 3
"Ctnna2" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctnna3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctnnal1" 1 0 0 0 1 0 0 2 0 1 0 1 0 4 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 1 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 1
"Ctnnb1" 7 9 5 1 0 0 5 5 1 0 2 2 7 3 5 2 3 2 5 1 3 7 8 3 5 5 5 7 1 9 8 7 0 8 2 2 1 7 1 0 1 1 0 1 4 3 3 1
"Ctnnbip1" 0 1 0 0 0 1 1 1 0 1 0 1 0 0 0 3 0 1 7 1 0 3 2 1 0 1 1 1 0 0 1 3 0 0 0 0 0 0 1 0 1 0 0 0 0 2 0 0
"Ctnnbl1" 1 3 2 2 3 1 1 0 0 0 0 0 0 0 0 0 1 0 2 2 1 2 2 0 1 0 2 0 2 5 2 1 0 1 0 0 0 1 2 0 0 0 0 0 0 1 0 1
"Ctnnd1" 4 4 2 0 0 1 1 4 0 6 0 2 1 3 0 3 0 2 8 2 0 6 3 1 2 2 1 7 2 1 7 4 0 5 3 3 1 0 0 0 0 1 0 6 0 5 1 2
"Ctnnd2" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"Ctns" 0 2 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctps" 3 0 2 1 1 0 1 0 0 0 3 0 0 1 1 0 0 1 1 1 0 1 1 1 1 1 1 0 2 1 2 2 1 3 2 0 0 1 0 0 0 0 0 0 0 1 0 0
"Ctps2" 1 0 1 0 0 1 0 1 2 1 1 1 0 2 0 0 0 0 1 0 0 0 2 1 0 0 0 0 0 1 1 1 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 1
"Ctr9" 1 1 4 0 0 0 2 2 2 0 2 1 2 0 0 2 1 2 1 0 0 3 4 1 2 1 2 1 0 2 2 2 0 1 0 1 1 1 1 0 0 1 0 1 1 0 0 2
"Ctrb1" 0 2 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 0
"Ctrc" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Ctrl" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cts3" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cts6" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"Cts7" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
