SC	10T 5aza D5	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IF AdMyoD D10	IF	SC	SC	10T 5aza D10	IPS	IF	10T	10T 5aza D10	BJ Fib	IF	10T	IF AdMyoD D5	Myo	SC	10T	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D5	Myo	SC	10T 5aza D5	IF AdMyoD D10	Myo	SC	NA
13078	Mir92-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13079	Mir92b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
13080	Mir93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13081	Mir96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13082	Mir98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13083	Mir99a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13084	Mir99b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13085	Mira	14	15	0	9	13	13	49	8	10	6	8	5	1	4	51	19	1	7	22	0	38	24	25	3	35	12	11	0	28	3	13	1	24	1
13086	Mirg	2	0	0	2	6	1	3	8	1	0	0	0	0	0	0	0	0	0	0	0	3	6	0	2	2	2	0	0	4	3	0	0	1	0
13087	Mirlet7a-1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13088	Mirlet7a-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13089	Mirlet7b	3	2	0	0	1	1	2	2	2	4	1	0	1	0	3	1	0	1	2	0	2	3	1	1	7	1	1	0	0	1	1	0	3	0
13090	Mirlet7c-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13091	Mirlet7c-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13092	Mirlet7d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13093	Mirlet7e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13094	Mirlet7f-1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13095	Mirlet7f-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13096	Mirlet7g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13097	Mirlet7i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13098	Mis12	2	7	0	23	2	0	7	10	17	2	4	0	0	17	15	4	0	12	11	0	27	2	12	11	6	0	5	2	8	2	7	0	10	1
13099	Mis18a	6	9	0	49	4	12	9	9	23	8	7	2	0	38	63	9	1	26	37	1	78	21	32	12	31	5	8	1	47	2	14	0	67	3
13100	Mis18bp1	0	5	0	38	0	1	2	0	21	0	5	0	1	25	55	1	0	17	25	0	77	14	26	8	10	1	5	0	38	0	5	2	33	0
13101	Misp	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
13102	Mitd1	9	57	2	76	5	18	64	29	51	6	12	3	5	60	49	56	1	49	34	2	70	26	22	41	13	20	47	2	16	4	28	7	34	1
13103	Mitf	2	2	1	54	1	1	6	28	25	0	1	0	0	27	4	1	1	37	1	1	10	6	1	15	1	1	1	0	14	0	3	0	13	0
13104	Mixl1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13105	Mki67	7	11	0	319	0	6	10	3	170	0	27	2	1	198	235	7	0	117	150	1	287	72	188	44	72	18	27	1	106	3	15	1	104	1
13106	Mki67ip	44	48	5	124	36	83	60	54	119	19	44	5	3	119	145	40	3	88	58	4	354	129	81	61	79	58	62	2	178	11	50	2	182	7
13107	Mkks	50	66	6	234	35	40	98	104	166	25	26	8	1	150	153	69	2	107	96	5	231	76	86	100	87	49	54	9	240	12	53	12	259	13
13108	Mkl1	5	15	2	59	0	6	12	22	47	2	2	0	2	51	38	8	1	52	9	1	18	3	15	15	8	2	9	3	20	0	11	2	27	2
13109	Mkl2	60	30	10	150	32	47	39	103	80	34	34	3	2	96	47	34	1	56	21	1	70	60	23	58	36	27	30	3	64	21	31	14	74	8
13110	Mkln1	36	51	7	158	23	48	76	69	93	10	29	2	1	99	88	35	9	52	36	4	200	75	41	92	58	42	39	5	165	16	25	6	188	14
13111	Mknk1	20	23	6	47	11	15	17	33	32	3	11	1	1	37	27	25	0	38	9	1	29	25	9	32	27	12	10	0	24	8	11	2	33	0
13112	Mknk2	20	56	2	84	11	60	55	57	79	17	32	2	0	78	72	46	0	97	34	1	90	49	46	29	60	25	32	2	122	6	38	3	125	7
13113	Mkrn1	23	41	4	87	13	21	35	46	67	9	14	1	2	66	48	21	3	59	26	3	76	39	16	31	29	10	37	5	49	5	24	0	63	1
13114	Mkrn2	21	19	1	49	12	18	29	34	40	6	14	1	0	40	35	9	0	40	14	2	46	41	17	28	34	16	14	0	55	7	10	2	57	3
13115	Mkrn3	0	1	0	1	0	2	1	0	1	0	0	0	0	2	0	0	0	2	0	0	4	3	0	0	2	1	0	0	2	0	1	0	5	0
13116	Mks1	2	3	0	2	2	4	3	1	5	0	1	0	0	6	9	5	0	2	0	1	3	2	3	3	4	3	1	0	3	1	2	0	5	1
13117	Mkx	1	3	0	2	1	0	4	5	5	1	2	0	0	3	17	5	0	1	8	0	5	0	8	7	1	1	5	0	1	0	3	0	4	0
13118	Mlana	0	1	0	1	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0
13119	Mlc1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
13120	Mlec	82	140	12	724	41	65	167	273	591	29	50	12	4	544	221	150	12	432	130	19	421	105	129	266	240	62	79	16	423	15	108	14	461	6
13121	Mlf1	5	11	0	38	1	4	3	1	11	0	3	0	0	22	29	2	0	17	7	0	27	2	12	9	14	7	5	0	19	0	6	0	15	0
13122	Mlf1ip	2	2	0	2	0	0	2	0	6	0	2	0	0	3	15	2	0	4	8	0	15	0	13	1	5	0	2	0	2	2	4	0	6	0
13123	Mlf2	95	161	11	443	46	87	142	187	332	30	43	8	4	344	373	129	3	338	180	12	644	131	179	154	372	58	93	5	368	22	109	16	429	5
13124	Mlh1	8	9	3	48	11	11	21	29	40	7	6	2	1	36	25	8	1	15	11	0	52	26	17	28	47	7	5	3	42	7	5	3	49	4
13125	Mlh3	12	2	1	37	6	7	3	20	35	4	9	1	1	31	6	4	0	17	3	3	33	11	3	27	10	7	3	1	30	4	4	1	29	2
13126	Mlip	10	0	0	0	2	11	2	1	0	1	6	0	0	0	0	0	0	0	0	0	3	17	0	2	1	4	0	0	14	2	0	0	11	0
13127	Mlkl	3	35	4	56	1	1	21	14	58	0	2	2	0	46	19	20	0	48	20	0	14	3	10	30	17	0	28	1	11	1	32	1	11	0
13128	Mllt1	12	12	0	51	6	22	11	20	30	7	13	2	0	51	29	13	0	44	16	2	59	20	22	21	33	15	14	1	44	0	8	0	45	1
13129	Mllt10	45	27	0	80	13	20	32	33	57	17	24	4	5	54	68	12	4	45	39	2	93	45	34	40	17	30	33	0	34	18	18	1	54	2
13130	Mllt11	12	31	1	60	6	10	21	55	54	4	4	1	0	53	49	13	0	27	28	2	155	13	28	51	77	9	19	4	199	4	24	4	233	0
13131	Mllt3	19	24	1	34	6	9	24	22	35	5	12	4	2	35	57	25	5	19	28	1	77	29	28	20	26	17	20	1	220	4	27	2	185	4
13132	Mllt4	32	15	2	25	15	29	28	41	24	12	17	2	3	36	25	26	1	42	26	0	25	28	34	22	6	13	17	2	21	8	12	5	29	3
13133	Mllt6	11	3	2	26	8	20	13	16	15	10	7	1	0	34	20	6	1	30	9	0	21	17	14	15	4	3	2	1	30	4	4	1	21	3
13134	Mlph	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
13135	Mlst8	6	6	0	26	3	5	11	9	19	2	7	0	0	20	19	11	0	18	6	0	8	7	11	11	16	3	6	1	15	1	7	0	16	0
13136	Mlx	29	46	1	72	24	37	38	38	49	23	17	2	2	67	59	30	0	53	31	6	77	84	36	42	67	37	32	7	67	12	28	2	93	6
13137	Mlxip	9	5	0	41	9	9	7	11	38	1	6	0	0	31	9	2	0	30	3	0	8	8	8	18	8	4	2	1	14	0	2	1	13	1
13138	Mlxipl	3	0	0	0	12	12	0	0	0	7	1	0	0	1	0	0	0	4	0	0	0	9	0	0	0	4	0	0	0	1	1	0	0	0
13139	Mlycd	22	5	0	6	12	9	6	8	9	5	1	1	1	8	2	4	0	8	0	0	5	16	6	3	2	12	3	0	21	7	5	1	12	2
13140	Mmaa	20	18	0	15	7	11	18	10	24	6	5	0	0	24	22	12	0	17	4	0	29	40	10	25	19	14	17	0	33	7	15	1	46	3
13141	Mmab	7	9	2	102	8	10	10	38	67	6	2	1	0	70	9	19	1	58	12	2	22	33	9	50	12	8	10	4	24	6	9	3	17	0
13142	Mmachc	85	60	13	198	65	65	73	175	92	50	55	4	0	98	66	63	0	46	28	7	95	97	42	131	27	65	47	6	73	29	45	13	112	13
13143	Mmadhc	42	109	7	218	23	44	104	106	165	29	24	8	1	167	187	90	6	123	101	7	270	74	100	130	95	37	109	8	258	13	82	11	316	5
13144	Mmd	19	30	2	55	13	9	25	19	41	4	12	0	2	62	185	22	2	102	81	0	149	22	115	13	60	7	19	0	158	5	27	2	160	1
13145	Mmd2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13146	Mme	1	27	0	18	1	1	98	1	14	0	0	10	1	21	0	73	5	55	0	0	3	0	3	2	1	0	7	0	24	0	6	0	49	0
13147	Mmel1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
13148	Mmgt1	19	12	1	47	12	15	8	35	48	6	11	2	0	61	57	15	1	29	18	1	68	19	30	20	16	14	14	3	42	7	7	4	37	2
13149	Mmgt2	6	12	2	62	3	10	16	22	48	0	3	3	0	57	35	12	1	37	17	3	46	24	18	27	29	10	7	0	24	7	4	2	51	2
13150	Mmp10	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0
13151	Mmp11	10	47	14	157	6	7	17	129	142	4	1	1	0	127	25	8	0	87	14	6	31	6	16	102	15	5	15	6	24	4	11	9	37	2
13152	Mmp12	2	0	1	187	0	0	1	1	7	0	2	0	1	144	2	1	0	148	0	0	0	0	1	2	0	0	0	0	5	0	0	0	1	1
13153	Mmp13	0	0	0	2	0	0	11	0	4	0	0	0	0	10	1	1	0	2	0	1	0	0	0	6	0	0	0	0	13	0	0	0	5	0
13154	Mmp14	59	273	41	1012	18	25	284	670	1240	16	34	25	3	1037	286	192	2	545	148	39	241	58	155	597	47	27	118	20	118	12	95	33	135	3
13155	Mmp15	5	2	0	2	3	4	3	3	1	1	5	0	1	2	0	2	0	9	0	0	6	1	0	0	4	2	1	1	22	0	0	1	34	1
13156	Mmp16	1	34	0	7	0	0	52	18	6	0	0	4	2	10	34	36	0	5	38	0	16	1	37	9	5	0	15	1	4	0	25	1	2	0
13157	Mmp17	0	0	1	15	0	3	0	18	9	1	1	0	0	9	0	0	0	11	0	1	1	2	1	4	0	0	0	1	0	0	0	3	3	0
13158	Mmp19	4	3	1	45	0	4	14	11	38	1	2	2	0	35	1	8	0	41	1	1	0	2	1	24	0	2	5	1	1	4	1	1	7	0
13159	Mmp1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
13160	Mmp1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13161	Mmp2	237	88	52	435	130	205	181	581	589	66	120	15	5	536	79	135	1	794	32	28	34	217	70	351	4	191	51	13	28	68	57	23	32	14
13162	Mmp20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13163	Mmp21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0
13164	Mmp23	0	1	19	204	0	1	5	149	233	1	0	0	0	200	1	1	1	234	2	6	9	1	4	108	16	1	0	6	19	0	0	8	29	0
13165	Mmp24	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13166	Mmp25	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
13167	Mmp27	0	0	0	1	0	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0
13168	Mmp28	0	1	0	1	0	0	1	1	1	0	0	0	0	3	0	2	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
13169	Mmp3	2	3	6	77	1	1	115	58	122	1	0	6	0	61	2	64	0	398	0	2	0	1	3	21	2	0	1	1	2	0	3	6	1	0
13170	Mmp7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
13171	Mmp8	0	0	0	2	0	1	4	1	2	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13172	Mmp9	0	1	0	2	0	0	1	2	0	0	2	1	0	5	0	0	0	15	0	0	0	2	0	2	0	0	0	0	2	0	0	0	2	0
13173	Mmrn1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
13174	Mmrn2	22	9	0	10	27	35	3	3	3	19	14	0	1	10	3	4	0	52	0	0	2	26	0	5	0	5	8	0	4	4	6	0	8	4
13175	Mms19	6	26	4	44	12	14	20	25	36	7	13	1	1	38	36	13	0	40	17	1	64	26	20	24	44	7	20	3	50	7	21	1	72	1
13176	Mms22l	0	2	0	5	0	0	2	1	11	0	0	0	0	5	15	0	0	7	9	0	10	1	12	5	0	1	1	0	4	1	1	0	14	0
13177	Mn1	0	71	4	73	1	1	86	94	78	1	5	8	0	64	54	67	0	52	26	5	4	4	30	32	5	0	31	3	11	0	20	4	4	0
13178	Mnat1	205	275	27	751	125	223	186	352	548	72	136	12	8	491	424	200	14	222	251	26	1109	512	228	426	470	284	221	24	1161	64	199	33	1523	23
13179	Mnd1	13	5	0	9	7	3	6	3	7	4	2	0	0	11	20	4	0	10	12	0	20	16	12	5	5	11	4	0	16	1	6	0	19	0
13180	Mnda	0	2	0	23	0	0	1	8	29	1	0	0	0	32	1	2	0	27	1	0	13	1	0	11	2	0	0	0	2	0	0	2	5	0
13181	Mndal	3	29	0	16	0	6	29	12	19	2	2	3	0	19	8	39	0	46	3	0	7	2	4	4	6	0	20	0	1	0	8	3	1	2
13182	Mnf1	169	759	44	956	115	207	379	524	862	71	109	35	36	750	1117	330	77	403	587	31	1127	264	542	609	1098	136	561	34	1260	38	528	46	1319	26
13183	Mns1	0	0	0	17	0	1	4	2	4	1	0	0	0	9	8	2	1	7	7	2	49	1	7	5	10	1	1	0	23	0	0	0	12	0
13184	Mnt	4	16	2	20	9	8	9	19	18	2	11	1	3	21	10	10	1	24	7	1	10	10	10	11	5	6	6	1	11	3	7	1	11	1
13185	Mnx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13186	Moap1	13	53	2	87	7	11	37	22	55	2	17	2	0	46	49	21	0	19	27	1	86	14	21	50	60	11	41	1	96	2	46	1	84	1
13187	Mob1a	4	4	0	13	1	2	3	5	9	1	1	0	0	5	2	3	2	1	4	1	4	8	3	6	0	2	2	2	3	1	3	1	5	1
13188	Mob1b	4	13	0	31	4	6	10	8	10	1	5	0	0	23	29	14	1	20	9	1	24	7	12	10	8	3	14	0	24	0	10	1	25	0
13189	Mob2	48	30	6	101	29	52	46	84	88	31	25	1	2	85	52	39	0	71	23	6	105	68	31	74	71	48	24	3	108	18	22	4	120	8
13190	Mob3a	9	27	4	102	9	16	22	28	54	6	8	1	1	81	62	12	0	68	33	3	77	25	35	43	59	4	26	3	33	2	25	2	35	1
13191	Mob3b	2	2	0	4	5	3	2	2	0	1	1	0	0	2	1	2	0	2	0	0	2	6	2	0	1	1	1	0	3	0	0	0	3	0
13192	Mob3c	15	10	1	42	6	12	18	24	28	8	11	0	0	26	20	17	0	19	9	1	29	13	12	15	4	6	9	1	17	3	3	1	19	3
13193	Mob4	64	66	15	210	34	58	83	106	157	31	29	3	31	137	143	77	24	96	84	10	390	98	97	116	81	38	69	13	366	17	55	9	426	11
13194	Mobp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13195	Mocos	2	3	0	5	0	0	0	1	8	0	0	1	0	1	2	2	0	12	0	0	2	0	0	1	0	0	0	0	0	0	1	1	0	0
13196	Mocs1	8	5	0	11	5	3	10	6	17	1	2	0	0	13	6	4	0	41	2	0	5	5	3	7	4	2	5	2	4	1	2	0	6	0
13197	Mocs2	58	90	6	289	25	63	97	85	179	19	44	7	2	224	136	85	3	145	85	6	151	82	59	101	43	30	77	2	89	8	43	4	105	2
13198	Mocs3	1	6	2	5	3	3	3	7	9	2	1	0	0	8	7	0	0	13	5	0	3	1	1	2	7	1	1	0	6	0	3	0	8	0
13199	Mog	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13200	Mogat1	2	0	0	1	3	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	1	3	0	0	0	2	0	0	1	0	0	0	1	0
13201	Mogat2	0	8	0	4	0	0	0	0	2	0	0	0	0	6	0	0	0	0	1	0	1	0	0	1	0	0	3	0	3	0	4	0	6	0
13202	Mogs	36	10	0	40	11	43	15	12	58	1	12	1	0	44	27	6	0	45	13	4	26	37	27	24	7	26	5	2	24	3	5	0	30	0
13203	Mon1a	9	13	0	20	5	9	7	16	17	1	10	0	0	21	19	10	0	19	5	2	18	20	9	15	19	11	2	0	23	2	3	0	24	2
13204	Mon1b	2	3	0	16	1	7	8	8	23	5	2	0	0	18	4	8	0	17	4	0	8	4	7	16	7	4	2	0	9	3	5	0	9	1
13205	Mon2	16	27	1	58	8	13	17	18	57	5	12	0	1	32	52	19	0	56	21	1	35	22	49	21	10	7	30	2	28	1	14	1	27	3
13206	Morc1	0	1	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
13207	Morc2a	9	12	0	24	6	10	13	10	26	4	4	0	2	23	15	10	0	32	15	0	27	5	15	13	13	7	7	3	27	2	7	1	43	1
13208	Morc2b	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
13209	Morc3	27	34	3	74	8	26	35	50	43	24	24	1	0	57	59	24	2	52	31	1	111	54	32	43	24	26	14	0	114	9	22	4	151	2
13210	Morc4	3	2	1	24	2	2	3	8	19	0	7	0	0	23	8	5	1	23	10	1	15	8	10	5	6	3	3	0	14	1	1	1	15	0
13211	Morf4l1	2	9	0	37	0	2	12	12	31	1	1	1	0	22	9	6	3	20	10	1	13	3	11	16	8	0	8	1	8	1	11	3	18	1
13212	Morf4l2	170	230	57	1189	78	160	281	537	920	58	130	20	72	832	513	209	184	545	312	35	932	275	328	579	374	137	161	28	818	35	180	36	1123	21
13213	Morn1	1	1	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	0	0	0	4	0
13214	Morn2	13	17	1	23	14	14	17	13	31	5	14	4	4	15	13	22	3	13	6	1	78	41	15	17	53	17	12	1	41	3	13	1	62	1
13215	Morn3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0
13216	Morn4	4	18	1	17	3	7	24	8	12	4	2	0	1	9	27	12	0	10	18	0	84	6	20	13	43	6	14	0	64	5	13	1	77	2
13217	Morn5	0	1	0	0	0	0	3	0	0	0	0	0	0	2	1	2	0	2	0	0	0	0	0	2	0	0	4	0	1	0	2	1	1	0
13218	Mos	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13219	Mospd1	5	14	0	30	7	6	10	21	28	6	13	1	1	31	6	8	2	16	6	2	32	11	8	22	5	7	7	2	45	3	5	2	63	1
13220	Mospd2	13	2	1	10	2	1	10	9	14	4	5	0	0	10	6	1	1	12	4	0	4	4	5	1	2	5	2	0	4	0	7	0	7	0
13221	Mospd3	16	9	2	38	13	8	20	32	35	5	7	1	0	35	30	14	0	55	9	1	14	24	7	19	12	13	7	2	16	4	12	3	20	1
13222	Mospd4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0
13223	Mov10	2	13	0	25	2	1	7	10	29	1	0	1	0	16	5	8	0	49	2	0	8	3	2	7	3	2	2	1	2	0	5	0	6	0
13224	Mov10l1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	0	3	0	2	0	5	0	1	0
13225	Moxd1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
13226	Moxd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13227	Mpc1	150	301	33	630	108	226	315	340	447	80	99	25	2	502	293	231	2	277	159	19	394	367	178	418	179	176	216	16	689	48	150	38	654	30
13228	Mpc2	71	103	6	331	35	83	119	157	256	39	29	12	0	364	160	88	0	287	87	16	233	116	93	129	97	65	91	15	246	26	87	9	255	14
13229	Mpdu1	26	49	2	101	21	24	59	45	63	20	34	0	0	82	103	37	0	98	33	5	109	52	42	49	108	22	36	4	69	14	17	3	64	2
13230	Mpdz	46	23	2	51	12	22	50	40	39	12	17	3	1	48	35	26	1	40	13	1	26	30	34	31	5	12	21	0	18	11	12	1	15	5
13231	Mpeg1	5	1	0	11	0	2	4	0	2	1	2	0	0	8	0	3	0	44	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0
13232	Mpg	17	51	2	121	18	26	49	68	86	10	12	5	1	101	55	39	0	52	22	4	109	43	21	96	89	21	35	4	101	10	44	3	100	1
13233	Mphosph10	36	27	7	148	17	57	43	50	76	20	25	4	2	97	101	31	2	51	52	3	252	86	76	54	39	41	28	3	168	18	42	3	175	10
13234	Mphosph6	16	31	6	88	14	26	34	45	68	19	15	3	0	88	81	34	0	38	44	1	137	46	45	60	48	27	23	3	106	6	37	5	115	10
13235	Mphosph8	25	38	2	134	23	35	70	48	90	14	20	2	0	94	94	47	1	54	57	2	207	51	69	35	11	25	28	2	169	10	34	4	155	5
13236	Mphosph9	2	3	0	8	1	3	7	2	7	3	1	1	1	7	8	6	8	5	5	0	16	3	10	3	4	3	1	0	20	0	2	1	28	0
13237	Mpi	9	24	1	64	4	7	19	23	39	0	9	0	0	51	45	14	2	34	30	2	83	33	28	42	70	8	20	1	137	4	16	5	132	1
13238	Mpl	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13239	Mplkip	17	11	3	50	5	20	15	24	39	12	13	3	2	45	46	16	0	26	13	2	57	31	15	23	17	13	9	1	47	4	8	0	62	1
13240	Mpnd	20	48	4	73	12	24	20	29	68	18	21	0	0	72	31	17	0	61	24	1	42	41	28	35	30	20	31	2	35	6	27	2	36	1
13241	Mpo	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13242	Mpp1	43	234	14	215	34	41	151	179	186	23	33	12	3	183	198	149	1	164	109	4	144	68	129	153	82	34	173	6	89	15	135	8	128	6
13243	Mpp2	1	0	0	4	1	4	2	0	4	2	0	0	0	4	4	1	0	0	4	0	2	2	1	2	1	0	0	0	1	1	0	0	1	1
13244	Mpp3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
13245	Mpp4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
13246	Mpp5	20	19	1	30	6	17	22	24	38	0	14	2	3	35	33	10	3	19	12	1	42	11	17	23	4	7	17	4	75	6	13	0	87	1
13247	Mpp6	15	57	0	98	3	11	22	12	52	2	16	3	3	62	184	16	1	47	99	1	229	24	104	36	31	6	45	3	135	1	35	2	121	1
13248	Mpp7	12	7	1	10	5	8	6	16	15	2	16	0	0	23	14	5	0	10	4	3	24	5	5	13	6	6	6	1	12	1	0	0	17	1
13249	Mppe1	0	2	0	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0
13250	Mpped1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13251	Mpped2	0	0	0	0	1	4	0	1	0	4	3	0	0	0	0	0	0	3	0	0	0	5	0	0	0	0	0	0	2	0	0	0	2	0
13252	Mprip	97	95	10	356	48	95	112	175	276	42	77	8	3	268	336	86	3	328	163	15	276	114	266	124	184	70	69	9	216	23	109	16	290	9
13253	Mpst	24	11	1	10	5	44	2	5	8	5	21	0	0	12	9	5	0	5	8	0	4	16	3	7	3	6	0	0	6	2	6	0	4	0
13254	Mptx1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13255	Mptx2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13256	Mpv17	66	98	15	232	43	65	100	146	163	27	29	8	2	161	86	105	1	97	62	2	169	106	47	112	108	64	65	6	162	19	73	12	210	10
